unique_id,lat,lng,ds,h3
5104939,-20.3327559,-40.3274678,2024-03-05 12:54:58.637,87a8952b6ffffff
5468888,-20.2973144,-40.2966162,2024-09-20 10:28:16.340,87a895749ffffff
5263502,-20.3030126,-40.29292480000001,2024-05-18 13:00:33.063,87a895748ffffff
5613376,-20.3101486,-40.3126076,2024-12-11 08:56:22.007,87a89574dffffff
5652803,-20.2955589,-40.2921035,2025-01-06 09:03:36.743,87a895748ffffff
5367618,-20.3109448,-40.2937246,2024-07-14 13:02:50.737,87a895748ffffff
5325987,-20.2964914,-40.29762959999999,2024-06-20 07:18:05.100,87a895749ffffff
5612567,-20.3444893,-40.2847767,2024-12-10 21:49:15.003,87a89576affffff
5135039,-20.314472,-40.2951813,2024-03-17 18:34:57.553,87a89574dffffff
5246415,-20.3113635,-40.2795122,2024-05-10 14:02:21.793,87a895748ffffff
5551956,-20.3118914,-40.2954202,2024-11-11 14:14:38.050,87a89574dffffff
5646830,-20.208484,-40.2755126,2024-12-31 20:48:35.070,87a89566effffff
5125249,-20.3336957,-40.3007058,2024-03-13 13:53:49.873,87a89576bffffff
5299780,-20.2923763,-40.2356296,2024-06-06 20:19:54.247,87a895759ffffff
5278218,-20.1954608,-40.2294007,2024-05-26 16:43:27.247,87a895640ffffff
5777041,-20.3295446,-40.2737372,2025-04-10 12:03:35.403,87a89574cffffff
5630082,-20.2969523,-40.2964583,2024-12-18 13:23:17.557,87a895749ffffff
5059139,-20.2300858,-40.2548581,2024-02-10 16:33:50.677,87a895663ffffff
5447155,-20.2169072,-40.2705803,2024-09-05 10:51:07.217,87a895663ffffff
5329423,-20.3313666,-40.2812779,2024-06-21 18:10:14.830,87a89574cffffff
5260345,-20.2656424,-40.28239,2024-05-16 19:53:08.607,87a895665ffffff
5372518,-20.2832012,-40.2923408,2024-07-17 19:50:57.163,87a89574bffffff
5518528,-20.2554949,-40.2903986,2024-10-23 08:35:06.000,87a895665ffffff
5799776,-20.3132467,-40.3086089,2025-04-28 21:35:34.767,87a89574dffffff
5585742,-20.1650957,-40.2258147,2024-11-29 10:18:43.020,87a89565cffffff
5787307,-20.1650957,-40.2258147,2025-04-17 14:34:30.450,87a89565cffffff
5246446,-20.3104194,-40.3002467,2024-05-10 14:13:59.717,87a89574dffffff
5547810,-20.3415477,-40.3981545,2024-11-08 16:48:22.663,87a8952a6ffffff
5031984,-20.305023,-40.294814,2024-01-28 01:23:54.573,87a895748ffffff
5194348,-20.3361588,-40.3079857,2024-04-15 17:09:07.900,87a89576bffffff
5117094,-20.2950465,-40.29564389999999,2024-03-09 23:31:31.787,87a895749ffffff
5577572,-20.297722,-40.307403,2024-11-26 15:11:56.117,87a895749ffffff
5513769,-20.3148463,-40.2919968,2024-10-20 15:37:51.850,87a89574cffffff
5421121,-20.2883472,-40.3037808,2024-08-19 07:25:47.977,87a895749ffffff
5391378,-20.3161658,-40.309659,2024-07-31 23:51:02.337,87a89574dffffff
5255888,-20.3101756,-40.3126913,2024-05-15 10:11:30.583,87a89574dffffff
5568247,-20.2966457,-40.2965396,2024-11-21 11:49:28.030,87a895749ffffff
5636448,-20.346753,-40.3086166,2024-12-21 08:43:41.303,87a89576bffffff
5255227,-20.3118234,-40.2921565,2024-05-15 00:17:19.810,87a895748ffffff
5612201,-20.2554949,-40.2903986,2024-12-10 18:14:46.140,87a895665ffffff
5231910,-20.200612,-40.261987,2024-05-03 18:41:40.520,87a895645ffffff
5740180,-20.3014563,-40.2973144,2025-03-15 13:39:35.673,87a895748ffffff
5412543,-20.2999482,-40.395718,2024-08-14 08:16:26.657,87a895284ffffff
5509420,-20.3155097,-40.3516356,2024-10-17 16:06:27.273,87a8952b0ffffff
5332617,-20.310783,-40.367134,2024-06-23 17:47:05.597,87a8952b1ffffff
5418959,-20.300243,-40.320382,2024-08-17 11:58:37.750,87a8952b2ffffff
5516396,-20.2554949,-40.2903986,2024-10-22 09:23:37.073,87a895665ffffff
5237341,-20.2647139,-40.2572037,2024-05-06 18:18:32.003,87a895664ffffff
5601529,-20.3648802,-40.3008905,2024-12-06 10:19:13.787,87a895768ffffff
5324452,-20.2529408,-40.2692348,2024-06-19 15:03:11.080,87a895660ffffff
5125475,-20.1997384,-40.2269794,2024-03-13 16:04:38.170,87a895646ffffff
5370645,-20.312777,-40.3492311,2024-07-16 16:10:22.187,87a8952b0ffffff
5562791,-20.2991145,-40.303837,2024-11-18 09:04:05.433,87a895749ffffff
5518890,-20.297453,-40.3173492,2024-10-23 09:50:31.653,87a8952b2ffffff
5403534,-20.3171465,-40.2905511,2024-08-08 13:17:45.943,87a89574cffffff
5353488,-20.2923865,-40.2983327,2024-07-05 12:54:59.353,87a895749ffffff
5348285,-20.3012375,-40.2970261,2024-07-02 19:12:47.830,87a895748ffffff
5382979,-20.2637828,-40.3004998,2024-07-25 16:50:05.073,87a895296ffffff
5234475,-20.3615501,-40.2973784,2024-05-04 22:01:06.517,87a895768ffffff
5105705,-20.3580435,-40.2920032,2024-03-05 17:09:56.340,87a89576affffff
5076002,-20.3424785,-40.2848152,2024-02-22 07:25:41.263,87a89576affffff
5200193,-20.2923763,-40.2356296,2024-04-18 06:02:22.583,87a895759ffffff
5322769,-20.3113206,-40.2905625,2024-06-18 17:45:17.407,87a895748ffffff
5476484,-20.2592253,-40.2694272,2024-09-25 22:23:45.570,87a895664ffffff
5405996,-20.3342794,-40.2868955,2024-08-09 17:06:16.507,87a89574cffffff
5524313,-20.305023,-40.294814,2024-10-25 20:58:57.510,87a895748ffffff
5097379,-20.3047582,-40.2943638,2024-03-01 21:29:10.557,87a895748ffffff
5369637,-20.2629321,-40.2599896,2024-07-15 21:33:59.863,87a895664ffffff
5590151,-20.2589867,-40.2989575,2024-11-30 22:36:30.637,87a895296ffffff
5132328,-20.2908039,-40.2936898,2024-03-16 01:15:28.203,87a895749ffffff
5283907,-20.297453,-40.3173492,2024-05-29 14:47:37.973,87a8952b2ffffff
5499826,-20.2653622,-40.2828242,2024-10-10 22:27:43.983,87a895665ffffff
5334937,-20.2964712,-40.300045,2024-06-25 09:46:02.720,87a895749ffffff
5009800,-20.2914192,-40.3029525,2024-01-17 10:40:52.693,87a895749ffffff
5146096,-20.2527204,-40.2693697,2024-03-22 11:25:31.967,87a895660ffffff
5667713,-20.2616597,-40.2833489,2025-01-17 20:15:24.457,87a895665ffffff
5472734,-20.3109982,-40.2927121,2024-09-23 15:57:32.747,87a895748ffffff
5171968,-20.2657364,-40.2820462,2024-04-04 22:25:58.283,87a895665ffffff
5021068,-20.3827725,-40.314032,2024-01-23 08:49:45.883,87a89576cffffff
5261957,-20.3063345,-40.2954516,2024-05-17 16:25:08.593,87a895748ffffff
5789296,-20.3369209,-40.3970714,2025-04-19 21:56:55.423,87a8952a6ffffff
5573544,-20.1755565,-40.1935731,2024-11-24 16:00:40.283,87a895651ffffff
5103626,-20.2989155,-40.3968263,2024-03-05 06:01:58.417,87a895284ffffff
5196386,-20.3038601,-40.3017118,2024-04-16 11:27:37.700,87a89574dffffff
5276041,-20.3558571,-40.2947786,2024-05-25 10:14:34.580,87a89576affffff
5543936,-20.3129165,-40.2879598,2024-11-06 12:03:46.053,87a895748ffffff
5744052,-20.21859,-40.315061,2025-03-18 12:00:55.487,87a89566cffffff
5068175,-20.3435828,-40.29263539999999,2024-02-19 08:31:53.340,87a89576affffff
5615332,-20.3457809,-40.3411793,2024-12-11 17:35:20.393,87a895769ffffff
4988669,-20.1770572,-40.2159603,2024-01-04 06:05:04.743,87a895642ffffff
5171637,-20.312063,-40.292184,2024-04-04 19:01:26.877,87a895748ffffff
5108036,-20.3116576,-40.2998647,2024-03-06 14:59:41.163,87a89574dffffff
5249340,-20.312346,-40.2880496,2024-05-11 22:14:42.363,87a895748ffffff
5146352,-20.3132703,-40.2887663,2024-03-22 14:05:04.790,87a895748ffffff
5547035,-20.3017849,-40.2965239,2024-11-08 08:35:43.583,87a895748ffffff
5720325,-20.2774245,-40.2860663,2025-02-25 21:23:32.570,87a89574bffffff
5584076,-20.3119114,-40.2922008,2024-11-28 16:12:19.917,87a895748ffffff
5355698,-20.312346,-40.2880496,2024-07-06 15:02:30.993,87a895748ffffff
5796366,-20.3539743,-40.2886589,2025-04-25 20:19:54.767,87a89576affffff
5037051,-20.2694356,-40.3019822,2024-01-30 16:45:35.690,87a895296ffffff
5702225,-20.2579618,-40.2439851,2025-02-11 18:34:12.997,87a895666ffffff
5199500,-20.3112749,-40.29435,2024-04-17 18:24:55.907,87a89574dffffff
5566236,-20.2996883,-40.2959391,2024-11-19 23:33:11.513,87a895748ffffff
5556941,-20.3030343,-40.2966572,2024-11-13 19:20:55.670,87a895748ffffff
5797465,-20.3452721,-40.286324,2025-04-26 18:33:05.597,87a89576affffff
5218490,-20.336138,-40.292247,2024-04-26 18:00:45.377,87a89574cffffff
5245750,-20.2554949,-40.2903986,2024-05-10 08:00:10.140,87a895665ffffff
5694889,-20.3098102,-40.3007438,2025-02-06 15:02:44.497,87a89574dffffff
5108072,-20.2580073,-40.2613127,2024-03-06 15:23:17.673,87a895660ffffff
5529106,-20.3102358,-40.3094608,2024-10-29 09:32:59.760,87a89574dffffff
5724042,-20.2635737,-40.2992008,2025-02-28 15:51:19.947,87a895296ffffff
5627726,-20.259329,-40.2932361,2024-12-17 11:56:48.920,87a895665ffffff
5728610,-20.2923763,-40.2356296,2025-03-06 19:50:54.250,87a895759ffffff
5160841,-20.3519419,-40.2840728,2024-03-29 08:23:34.990,87a89576affffff
5687848,-20.3830144,-40.3108618,2025-02-02 04:18:37.787,87a89576cffffff
5121029,-20.4295958,-40.3359791,2024-03-12 05:28:39.957,87a895394ffffff
5136442,-20.2621499,-40.2670496,2024-03-18 14:27:24.407,87a895664ffffff
5763435,-20.3393355,-40.3912652,2025-04-02 10:18:34.613,87a8952a6ffffff
5756263,-20.1458562,-40.1890912,2025-03-27 05:23:43.813,87a89565effffff
5210683,-20.3047689,-40.2931526,2024-04-23 13:08:24.133,87a895748ffffff
5494936,-20.313925,-40.2886591,2024-10-08 13:46:04.320,87a895748ffffff
5214301,-20.3218495,-40.3647853,2024-04-25 10:05:05.157,87a8952b5ffffff
5540343,-20.2300858,-40.2548581,2024-11-04 21:06:38.553,87a895663ffffff
5479308,-20.1508569,-40.2747201,2024-09-27 16:48:08.770,87a895648ffffff
5279695,-20.3142026,-40.2910774,2024-05-27 14:55:03.593,87a895748ffffff
5653399,-20.3101486,-40.3126076,2025-01-06 11:27:46.063,87a89574dffffff
5361001,-20.314808,-40.3048397,2024-07-10 07:51:18.260,87a89574dffffff
5176753,-20.2943202,-40.2865511,2024-04-07 02:23:50.390,87a895748ffffff
5493426,-20.3003355,-40.2950412,2024-10-07 15:05:55.907,87a895748ffffff
5792543,-20.3081229,-40.3138338,2025-04-23 08:43:57.690,87a89574dffffff
5373869,-20.3101756,-40.3126913,2024-07-18 16:41:23.177,87a89574dffffff
5664133,-20.3088183,-40.2946224,2025-01-15 07:14:43.647,87a895748ffffff
5457253,-20.2635737,-40.2992008,2024-09-11 21:51:27.793,87a895296ffffff
5293764,-20.278348,-40.290343,2024-06-04 13:52:17.630,87a89574bffffff
5500450,-20.2979496,-40.297148,2024-10-11 09:14:10.913,87a895749ffffff
5708330,-20.2988902,-40.2990304,2025-02-16 14:44:07.647,87a895749ffffff
5730115,-20.21038,-40.3207243,2025-03-08 14:32:22.167,87a89566dffffff
5696162,-20.3520419,-40.2977172,2025-02-07 11:50:50.577,87a895768ffffff
5696521,-20.3208432,-40.3458005,2025-02-07 17:24:41.767,87a8952b0ffffff
5029304,-20.2735883,-40.3003957,2024-01-26 15:36:22.230,87a895296ffffff
5499773,-20.3278789,-40.3505141,2024-10-10 21:33:26.433,87a8952b4ffffff
5493209,-20.2924229,-40.2972288,2024-10-07 11:40:23.900,87a895749ffffff
5519992,-20.3142954,-40.3127853,2024-10-23 18:18:36.673,87a89574dffffff
5112998,-20.3095326,-40.2928339,2024-03-08 12:37:56.183,87a895748ffffff
5615682,-20.3457809,-40.3411793,2024-12-11 18:29:46.830,87a895769ffffff
5569061,-20.3120472,-40.3103584,2024-11-21 18:13:53.093,87a89574dffffff
5098326,-20.2140554,-40.2280454,2024-03-02 07:49:36.020,87a895644ffffff
5162056,-20.2644962,-40.2568278,2024-03-30 14:08:09.970,87a895664ffffff
5439921,-20.2718872,-40.2876447,2024-08-30 17:18:44.533,87a89574bffffff
5583236,-20.2651026,-40.2653801,2024-11-28 12:11:07.750,87a895664ffffff
5674911,-20.3038349,-40.2968264,2025-01-23 19:26:59.490,87a895748ffffff
5141468,-20.2963983,-40.3080948,2024-03-20 17:22:55.303,87a895749ffffff
5634510,-20.3751157,-40.3054296,2024-12-20 10:06:40.797,87a89576cffffff
5095321,-20.3148139,-40.292637,2024-03-01 11:47:46.653,87a89574dffffff
5268033,-20.3402918,-40.3830016,2024-05-21 14:03:16.073,87a8952a6ffffff
5209494,-20.3060044,-40.2977262,2024-04-22 18:57:29.953,87a89574dffffff
5613956,-20.3518102,-40.3150003,2024-12-11 10:44:20.027,87a895768ffffff
5524671,-20.3747034,-40.3064097,2024-10-26 04:40:09.800,87a89576cffffff
5663811,-20.2300858,-40.2548581,2025-01-14 19:30:59.493,87a895663ffffff
5589179,-20.2976199,-40.2971239,2024-11-30 15:58:22.477,87a895749ffffff
5425338,-20.3355636,-40.2815359,2024-08-21 15:17:43.550,87a89574cffffff
5249586,-20.3108639,-40.2926583,2024-05-12 02:33:06.210,87a895748ffffff
5385242,-20.3133813,-40.3102111,2024-07-27 12:43:02.967,87a89574dffffff
5047624,-20.3520419,-40.2977172,2024-02-04 12:06:32.770,87a895768ffffff
5568588,-20.2055409,-40.2421309,2024-11-21 14:53:45.917,87a895644ffffff
4982739,-20.3545708,-40.2907918,2024-01-01 02:16:08.417,87a89576affffff
5330317,-20.2856346,-40.3356887,2024-06-22 05:38:35.507,87a895294ffffff
5344089,-20.215535,-40.2633927,2024-07-01 06:39:47.467,87a895663ffffff
5288214,-20.3267534,-40.393527,2024-06-01 03:03:51.147,87a8952a6ffffff
5788247,-20.2959826,-40.3205609,2025-04-18 12:09:17.690,87a8952b2ffffff
5686734,-20.3380922,-40.2825292,2025-02-01 10:12:11.150,87a89576affffff
5254350,-20.3262145,-40.2721249,2024-05-14 13:58:57.907,87a89574cffffff
4993103,-20.3405867,-40.3941487,2024-01-07 12:23:16.410,87a8952a6ffffff
5109080,-20.2059996,-40.268592,2024-03-06 19:56:44.593,87a895645ffffff
5359390,-20.3380915,-40.3386084,2024-07-09 10:12:03.233,87a8952b4ffffff
5530015,-20.3114042,-40.2933092,2024-10-29 16:55:41.963,87a895748ffffff
5493383,-20.2850198,-40.3004707,2024-10-07 14:38:32.950,87a895749ffffff
5057384,-20.3350231,-40.3703606,2024-02-09 13:52:49.953,87a8952b5ffffff
5411579,-20.2783048,-40.3003596,2024-08-13 16:20:36.963,87a895296ffffff
5084784,-20.2969353,-40.2974713,2024-02-26 09:50:31.230,87a895749ffffff
5473258,-20.3616767,-40.3658213,2024-09-24 04:49:37.190,87a895398ffffff
5522196,-20.3010374,-40.2917309,2024-10-24 21:30:39.497,87a895748ffffff
5043986,-20.2900488,-40.2907799,2024-02-02 15:04:47.730,87a89574bffffff
5690680,-20.1957711,-40.2617659,2025-02-04 14:46:12.877,87a895645ffffff
5780819,-20.3366032,-40.2859236,2025-04-12 22:47:11.530,87a89574cffffff
5448983,-20.333691,-40.3785209,2024-09-06 15:30:48.957,87a8952b5ffffff
5344669,-20.2963921,-40.2935583,2024-07-01 10:05:19.303,87a895748ffffff
5573375,-20.2969523,-40.2964583,2024-11-24 12:51:07.093,87a895749ffffff
5248987,-20.3081424,-40.2938118,2024-05-11 17:55:20.370,87a895748ffffff
5551128,-20.2616507,-40.2833308,2024-11-13 15:31:24.230,87a895665ffffff
5230486,-20.2486397,-40.268879,2024-05-03 06:43:27.673,87a895660ffffff
5209802,-20.3418978,-40.3242487,2024-04-23 04:36:31.520,87a895769ffffff
5683578,-20.2554949,-40.2903986,2025-01-30 09:55:21.660,87a895665ffffff
5785797,-20.31292,-40.3173306,2025-04-16 17:31:50.943,87a89574dffffff
5738631,-20.3180151,-40.3253441,2025-03-14 10:05:29.060,87a8952b6ffffff
5227124,-20.3278789,-40.3505141,2024-05-01 10:00:43.550,87a8952b4ffffff
5371253,-20.1914866,-40.2662282,2024-07-16 22:40:37.927,87a895641ffffff
5369333,-20.342271,-40.2876006,2024-07-15 17:54:44.870,87a89576affffff
5551480,-20.2914192,-40.3029525,2024-11-11 09:00:29.080,87a895749ffffff
5729417,-20.3172595,-40.3082483,2025-03-07 16:53:10.343,87a89574dffffff
5472509,-20.2538712,-40.2690398,2024-09-23 13:17:59.750,87a895660ffffff
5333432,-20.2988677,-40.3188834,2024-06-24 10:19:30.610,87a8952b2ffffff
5634778,-20.2635737,-40.2992008,2024-12-20 13:27:13.673,87a895296ffffff
5648146,-20.2675961,-40.2705286,2025-01-01 03:29:45.897,87a895664ffffff
5234304,-20.2966453,-40.2900943,2024-05-04 20:00:17.070,87a895748ffffff
5075735,-20.2882501,-40.2925219,2024-02-22 05:11:34.020,87a89574bffffff
5633419,-20.297235,-40.2942719,2024-12-19 20:15:32.343,87a895748ffffff
5467338,-20.30811,-40.2912495,2024-09-19 08:43:27.700,87a895748ffffff
4982200,-20.2942151,-40.2953734,2024-01-01 01:20:36.250,87a895749ffffff
5285814,-20.2512052,-40.3719446,2024-05-30 00:59:51.770,87a895282ffffff
5748847,-20.2923763,-40.2356296,2025-03-20 19:28:13.883,87a895759ffffff
5767745,-20.3327661,-40.3115627,2025-04-05 17:46:19.617,87a89576bffffff
5507578,-20.3586037,-40.2945652,2024-10-16 15:08:52.337,87a895768ffffff
5082930,-20.2984041,-40.2987246,2024-02-24 19:58:00.770,87a895749ffffff
5533886,-20.3597745,-40.3186915,2024-10-31 16:29:49.887,87a895768ffffff
5728733,-20.2579618,-40.2439851,2025-03-06 23:54:01.097,87a895666ffffff
5228305,-20.317355,-40.289501,2024-05-01 22:32:38.080,87a89574cffffff
5051244,-20.3141841,-40.2916069,2024-02-06 17:29:59.190,87a895748ffffff
5517954,-20.3278789,-40.3505141,2024-10-22 18:32:23.413,87a8952b4ffffff
5295725,-20.1726821,-40.2514444,2024-06-05 12:00:59.840,87a895643ffffff
5283314,-20.2647139,-40.2572037,2024-05-29 10:40:32.727,87a895664ffffff
5579364,-20.3648802,-40.3008905,2024-11-27 09:19:23.177,87a895768ffffff
5024112,-20.2547871,-40.2646342,2024-01-24 12:48:25.413,87a895660ffffff
5197684,-20.301713,-40.3668825,2024-04-17 06:18:30.633,87a8952b1ffffff
5137367,-20.2531988,-40.3883213,2024-03-18 21:14:13.057,87a895283ffffff
5686065,-20.2554949,-40.2903986,2025-01-31 19:06:04.397,87a895665ffffff
5416041,-20.3530713,-40.3246267,2024-08-16 00:13:20.643,87a895769ffffff
5439847,-20.2718872,-40.2876447,2024-08-30 16:52:30.473,87a89574bffffff
5007968,-20.2971205,-40.3175493,2024-01-16 13:14:25.707,87a8952b2ffffff
5095102,-20.3648802,-40.3008905,2024-03-01 09:26:32.413,87a895768ffffff
5783904,-20.2616597,-40.2833489,2025-04-15 16:56:14.087,87a895665ffffff
5320946,-20.311479,-40.2933734,2024-06-17 18:56:09.200,87a895748ffffff
5383195,-20.3107184,-40.2925,2024-07-25 18:57:24.847,87a895748ffffff
5601864,-20.3089948,-40.2959347,2024-12-06 13:09:04.507,87a89574dffffff
5735706,-20.2300858,-40.2548581,2025-03-12 19:00:46.100,87a895663ffffff
5113452,-20.3032212,-40.29713080000001,2024-03-08 16:02:10.267,87a895748ffffff
5051935,-20.239388,-40.3693468,2024-02-07 01:26:57.563,87a89529cffffff
5226293,-20.2718872,-40.2876447,2024-04-30 21:51:06.063,87a89574bffffff
5442648,-20.3089387,-40.302306,2024-09-01 23:15:58.353,87a89574dffffff
5494197,-20.342364,-40.3107945,2024-10-08 08:01:27.020,87a89576bffffff
5219188,-20.2512052,-40.3719446,2024-04-26 23:32:41.027,87a895282ffffff
5466121,-20.3058612,-40.2962234,2024-09-18 14:33:07.647,87a895748ffffff
5137725,-20.2885654,-40.2924902,2024-03-19 07:21:08.003,87a89574bffffff
5520123,-20.3138718,-40.2924169,2024-10-23 19:05:44.183,87a895748ffffff
5664107,-20.26075,-40.26434,2025-01-15 06:38:57.890,87a895664ffffff
5548551,-20.3690866,-40.3053663,2024-11-08 22:28:33.877,87a895768ffffff
5772159,-20.3183047,-40.3425562,2025-04-07 07:41:59.143,87a8952b0ffffff
5450553,-20.2989413,-40.2919944,2024-09-07 18:13:36.910,87a895748ffffff
5368999,-20.3009766,-40.2923109,2024-07-15 14:34:10.377,87a895748ffffff
5493952,-20.2581185,-40.2689545,2024-10-08 02:38:18.573,87a895660ffffff
5139373,-20.239388,-40.3693468,2024-03-19 21:25:14.530,87a89529cffffff
5652360,-20.3287388,-40.3685509,2025-01-05 20:17:39.957,87a8952b5ffffff
5367944,-20.2718872,-40.2876447,2024-07-14 20:14:21.360,87a89574bffffff
4996657,-20.3549332,-40.3177575,2024-01-09 22:05:44.767,87a895768ffffff
5517642,-20.3278789,-40.3505141,2024-10-22 16:57:02.027,87a8952b4ffffff
5469875,-20.296925,-40.2918438,2024-09-20 23:14:26.403,87a895748ffffff
5302598,-20.2736842,-40.3206525,2024-06-08 10:14:18.773,87a895294ffffff
5267803,-20.3157123,-40.3121076,2024-05-21 10:29:24.030,87a89574dffffff
5072741,-20.265291,-40.282765,2024-02-21 01:03:22.403,87a895665ffffff
5367672,-20.3005698,-40.2915629,2024-07-14 14:57:26.090,87a895748ffffff
5720917,-20.3640353,-40.4201531,2025-02-26 09:36:19.267,87a89538affffff
5780808,-20.3299505,-40.2814019,2025-04-12 22:40:30.520,87a89574cffffff
5100156,-20.2766213,-40.3219681,2024-03-03 05:38:57.403,87a895294ffffff
5135071,-20.2857636,-40.315104,2024-03-17 18:45:56.850,87a895749ffffff
5802441,-20.3187302,-40.3102866,2025-04-30 19:10:01.963,87a89574dffffff
5063993,-20.1961549,-40.24473529999999,2024-02-15 23:47:24.877,87a895640ffffff
5543417,-20.2155183,-40.2641791,2024-11-06 07:00:00.073,87a895663ffffff
5540356,-20.2300858,-40.2548581,2024-11-04 21:15:53.453,87a895663ffffff
5500409,-20.257676,-40.2951482,2024-10-11 09:03:50.297,87a895665ffffff
5272476,-20.1693376,-40.2448988,2024-05-23 11:16:11.477,87a895643ffffff
5677460,-20.3185917,-40.3491699,2025-01-26 07:23:47.140,87a8952b0ffffff
5494762,-20.2991145,-40.303837,2024-10-08 10:56:03.203,87a895749ffffff
5543106,-20.3383634,-40.3330494,2024-11-05 23:03:21.640,87a895769ffffff
5072062,-20.2644962,-40.2568278,2024-02-20 18:40:53.087,87a895664ffffff
5034263,-20.2949636,-40.3056521,2024-01-29 15:24:40.213,87a895749ffffff
5426840,-20.3540035,-40.2850538,2024-08-22 10:08:13.860,87a89576affffff
5578457,-20.3206126,-40.3352925,2024-11-26 19:23:11.730,87a8952b6ffffff
5777834,-20.3063396,-40.2943121,2025-04-10 17:45:41.597,87a895748ffffff
5153238,-20.312063,-40.292184,2024-03-26 11:41:18.843,87a895748ffffff
5252328,-20.2965947,-40.3202514,2024-05-13 14:42:03.997,87a8952b2ffffff
5666519,-20.2923763,-40.2356296,2025-01-16 22:01:24.940,87a895759ffffff
5632574,-20.3278789,-40.3505141,2024-12-19 14:42:22.230,87a8952b4ffffff
5568235,-20.2554949,-40.2903986,2024-11-21 11:46:31.193,87a895665ffffff
5777180,-20.3539743,-40.28865890000001,2025-04-10 14:14:14.533,87a89576affffff
5235326,-20.301713,-40.3668825,2024-05-05 15:39:12.870,87a8952b1ffffff
5409971,-20.311862,-40.2920088,2024-08-12 18:05:50.840,87a895748ffffff
5126918,-20.2885654,-40.2924902,2024-03-14 07:13:04.460,87a89574bffffff
5716218,-20.3194513,-40.3504684,2025-02-22 02:18:04.763,87a8952b0ffffff
5759063,-20.304184,-40.403514,2025-03-28 21:52:40.420,87a8952a3ffffff
5109217,-20.3032579,-40.3221204,2024-03-06 21:10:49.437,87a8952b2ffffff
5068968,-20.3278789,-40.3505141,2024-02-19 15:03:48.313,87a8952b4ffffff
5793586,-20.2300858,-40.2548581,2025-04-23 23:52:28.100,87a895663ffffff
5786493,-20.2942599,-40.2935595,2025-04-16 23:31:59.193,87a895749ffffff
5272408,-20.3500003,-40.2849635,2024-05-23 10:29:58.997,87a89576affffff
5273977,-20.3595809,-40.3129112,2024-05-24 08:49:14.833,87a895768ffffff
5222493,-20.2890775,-40.2913168,2024-04-29 08:46:39.540,87a89574bffffff
5739928,-20.2961389,-40.2962995,2025-03-15 05:34:10.903,87a895749ffffff
5319666,-20.2259377,-40.2188863,2024-06-17 06:04:19.597,87a895671ffffff
5785339,-20.2553283,-40.270158,2025-04-16 13:38:58.773,87a895660ffffff
5094180,-20.284998,-40.290798,2024-02-29 21:14:49.517,87a89574bffffff
4996459,-20.3438646,-40.2927116,2024-01-09 18:13:22.637,87a89576affffff
5471802,-20.2964914,-40.29762959999999,2024-09-22 20:09:18.643,87a895749ffffff
5407246,-20.2879383,-40.2960592,2024-08-10 16:06:30.147,87a895749ffffff
5360690,-20.3403545,-40.2886989,2024-07-09 22:45:32.717,87a89576affffff
5081198,-20.296795,-40.2966388,2024-02-23 20:13:59.750,87a895749ffffff
5601796,-20.2748167,-40.2913144,2024-12-06 12:32:07.900,87a89574bffffff
5202969,-20.3518546,-40.4261189,2024-04-19 04:39:03.720,87a89538bffffff
5703819,-20.3397003,-40.3820571,2025-02-12 20:19:50.680,87a8952a6ffffff
5716189,-20.3311995,-40.2797372,2025-02-22 01:06:11.930,87a89574cffffff
5287292,-20.2582247,-40.2663568,2024-05-31 11:06:14.563,87a895660ffffff
5282972,-20.2964791,-40.2955333,2024-05-29 07:28:24.333,87a895749ffffff
5551139,-20.2616507,-40.2833308,2024-11-11 06:05:35.383,87a895665ffffff
5622463,-20.274641,-40.2910769,2024-12-14 14:56:51.787,87a89574bffffff
5628077,-20.3114984,-40.291089,2024-12-17 16:21:28.403,87a895748ffffff
5399460,-20.2937097,-40.3021016,2024-08-06 12:08:26.920,87a895749ffffff
5464933,-20.3131518,-40.3046991,2024-09-17 15:42:29.803,87a89574dffffff
5639522,-20.312346,-40.2880496,2024-12-23 16:04:20.497,87a895748ffffff
5580984,-20.3117897,-40.3035482,2024-11-27 19:13:51.083,87a89574dffffff
5507510,-20.3022763,-40.3481209,2024-10-16 14:42:17.580,87a8952b3ffffff
5754281,-20.3278789,-40.3505141,2025-03-25 14:09:59.343,87a8952b4ffffff
5452591,-20.2254152,-40.2695442,2024-09-09 09:31:43.790,87a895663ffffff
5622134,-20.2965396,-40.2946423,2024-12-14 12:13:37.783,87a895748ffffff
5219591,-20.2718872,-40.2876447,2024-04-27 06:44:22.713,87a89574bffffff
5349274,-20.2991145,-40.303837,2024-07-03 10:08:11.250,87a895749ffffff
5115273,-20.3138573,-40.307273,2024-03-08 20:04:18.590,87a89574dffffff
5686851,-20.2763255,-40.2846779,2025-02-01 12:28:04.540,87a89574bffffff
5576218,-20.2651026,-40.2653801,2024-11-26 08:13:23.717,87a895664ffffff
5651539,-20.2879711,-40.2980816,2025-01-04 20:46:44.167,87a895749ffffff
5723256,-20.2998155,-40.3181449,2025-02-27 18:59:58.513,87a8952b2ffffff
5633699,-20.2635737,-40.2992008,2024-12-19 22:10:03.407,87a895296ffffff
5718734,-20.2070061,-40.3254244,2025-02-24 16:11:55.413,87a89566dffffff
5586684,-20.3586037,-40.2945652,2024-11-29 15:42:26.823,87a895768ffffff
