unique_id,lat,lng,ds,h3
5406036,-20.3333937,-40.2794376,2024-08-09 17:41:08.560,87a89574cffffff
5690303,-20.3292454,-40.2743688,2025-02-04 09:34:54.063,87a89574cffffff
5425856,-20.2636242,-40.2996031,2024-08-21 18:44:18.567,87a895296ffffff
5162132,-20.1729937,-40.2057367,2024-03-30 15:25:03.520,87a895651ffffff
5341443,-20.317355,-40.289501,2024-06-28 23:34:04.717,87a89574cffffff
5434521,-20.3921475,-40.3214054,2024-08-27 13:02:26.323,87a895393ffffff
5249011,-20.2647139,-40.2572037,2024-05-11 18:10:44.887,87a895664ffffff
5191449,-20.2722476,-40.2874012,2024-04-13 22:35:26.583,87a89574bffffff
5327113,-20.2647139,-40.2572037,2024-06-20 18:28:17.317,87a895664ffffff
5395969,-20.3331228,-40.2817753,2024-08-03 20:44:39.697,87a89574cffffff
5090874,-20.3323987,-40.356409,2024-02-28 18:50:10.420,87a8952b4ffffff
5795270,-20.2554949,-40.2903986,2025-04-25 06:21:12.980,87a895665ffffff
5331947,-20.3175666,-40.2893745,2024-06-23 01:38:04.623,87a89574cffffff
5663507,-20.2579618,-40.2439851,2025-01-14 14:18:45.737,87a895666ffffff
5598561,-20.2616597,-40.2833489,2024-12-04 22:36:54.330,87a895665ffffff
5571208,-20.296942,-40.3203461,2024-11-22 19:22:45.733,87a8952b2ffffff
5631280,-20.294845,-40.2910551,2024-12-19 03:32:00.473,87a895748ffffff
5681012,-20.2923763,-40.2356296,2025-01-29 13:08:17.330,87a895759ffffff
5536744,-20.1990144,-40.2614817,2024-11-02 05:26:00.370,87a895645ffffff
5462000,-20.3097123,-40.286284,2024-09-15 14:20:06.800,87a895748ffffff
5258181,-20.1507188,-40.2606811,2024-05-16 04:50:56.737,87a89564effffff
5311927,-20.2616507,-40.2833308,2024-06-13 03:42:21.323,87a895665ffffff
5241301,-20.2270617,-40.3648434,2024-05-08 15:13:21.443,87a89529cffffff
5003123,-20.3179197,-40.3350387,2024-01-13 12:19:59.207,87a8952b6ffffff
5022751,-20.1733305,-40.2488197,2024-01-23 21:02:30.973,87a895643ffffff
5357117,-20.2869972,-40.2911815,2024-07-07 18:55:32.900,87a89574bffffff
5283044,-20.2987685,-40.3046746,2024-05-29 08:29:57.877,87a895749ffffff
5692255,-20.2173633,-40.2704778,2025-02-05 12:06:55.833,87a895663ffffff
5641976,-20.4447204,-40.3535354,2024-12-26 03:37:59.113,87a8953b3ffffff
5060375,-20.3197474,-40.3319299,2024-02-11 21:09:38.277,87a8952b6ffffff
5276324,-20.2923763,-40.2356296,2024-05-25 14:15:55.813,87a895759ffffff
5758035,-20.2301408,-40.270328,2025-03-28 10:52:40.943,87a895663ffffff
5210932,-20.3118876,-40.3051354,2024-04-26 15:59:36.723,87a89574dffffff
5458870,-20.2809026,-40.2967395,2024-09-12 23:55:08.640,87a89574bffffff
5746298,-20.2942008,-40.2943592,2025-03-19 13:59:17.887,87a895749ffffff
5649364,-20.2742879,-40.2989377,2025-01-02 09:17:36.560,87a895296ffffff
5189107,-20.265811,-40.2563046,2024-04-12 21:04:20.500,87a895664ffffff
5089203,-20.3458434,-40.28547469999999,2024-02-28 08:55:36.797,87a89576affffff
5089118,-20.3326012,-40.2822556,2024-02-28 08:24:15.570,87a89574cffffff
5392019,-20.273712,-40.2927872,2024-08-01 10:58:54.733,87a89574bffffff
5487195,-20.3110973,-40.3185824,2024-10-02 15:15:49.533,87a89574dffffff
5425065,-20.2734448,-40.2988358,2024-08-21 12:36:26.100,87a895296ffffff
5171322,-20.2630643,-40.2663711,2024-04-04 17:15:05.773,87a895664ffffff
5736235,-20.2914192,-40.3029525,2025-03-13 07:53:23.657,87a895749ffffff
5597229,-20.2914192,-40.3029525,2024-12-04 10:53:21.867,87a895749ffffff
5417767,-20.3030343,-40.2966572,2024-08-16 19:36:22.533,87a895748ffffff
5591424,-20.3345208,-40.3868635,2024-12-01 21:05:46.593,87a8952a6ffffff
5777635,-20.3004873,-40.2934232,2025-04-10 16:41:05.657,87a895748ffffff
5197487,-20.2512052,-40.3719446,2024-04-16 23:54:53.407,87a895282ffffff
5238232,-20.275003,-40.2366157,2024-05-07 07:14:13.447,87a895759ffffff
5219862,-20.3134897,-40.3061662,2024-04-27 13:01:15.607,87a89574dffffff
5747838,-20.3088424,-40.2928107,2025-03-20 12:33:30.387,87a895748ffffff
5593839,-20.2889118,-40.3040247,2024-12-03 08:28:58.550,87a895749ffffff
5443024,-20.3101756,-40.3126913,2024-09-02 09:22:41.467,87a89574dffffff
5244248,-20.3097482,-40.387286,2024-05-09 14:56:06.107,87a8952a2ffffff
5046539,-20.2900075,-40.290908,2024-02-03 21:52:17.093,87a89574bffffff
5605017,-20.301438,-40.277071,2024-12-07 19:14:00.543,87a895748ffffff
5432434,-20.2625633,-40.297057,2024-09-04 10:45:17.013,87a895296ffffff
5020054,-20.315427,-40.291266,2024-01-22 17:05:23.397,87a89574cffffff
5048574,-20.2647139,-40.2572037,2024-02-05 10:33:41.077,87a895664ffffff
5766319,-20.3429657,-40.2844122,2025-04-03 07:34:40.967,87a89576affffff
5119466,-20.3054976,-40.3145062,2024-03-11 13:41:40.697,87a89574dffffff
5575793,-20.3108046,-40.2945766,2024-11-25 21:41:28.080,87a89574dffffff
5737768,-20.3119579,-40.30057190000001,2025-03-13 18:03:15.250,87a89574dffffff
5029711,-20.264515,-40.257662,2024-01-26 18:52:31.207,87a895664ffffff
5124145,-20.4281117,-40.3292082,2024-03-13 06:42:49.287,87a895394ffffff
5776750,-20.2862524,-40.2974185,2025-04-10 07:44:56.377,87a895749ffffff
5718437,-20.2923763,-40.2356296,2025-02-24 10:50:34.050,87a895759ffffff
5233346,-20.305977,-40.3005462,2024-05-04 14:53:24.190,87a89574dffffff
5260283,-20.2718872,-40.2876447,2024-05-16 19:14:25.910,87a89574bffffff
5534733,-20.278559,-40.296944,2024-11-01 03:42:06.453,87a89574bffffff
5435637,-20.294691,-40.2944029,2024-08-28 07:57:39.547,87a895749ffffff
5630214,-20.3278789,-40.3505141,2024-12-18 14:40:59.253,87a8952b4ffffff
5624714,-20.3042149,-40.4033006,2024-12-15 22:35:43.690,87a8952a3ffffff
5399561,-20.2749548,-40.3000947,2024-08-06 13:18:25.117,87a895296ffffff
5037100,-20.2939987,-40.3012771,2024-01-30 17:12:52.337,87a895749ffffff
5731052,-20.296321,-40.30092339999999,2025-03-09 18:42:20.963,87a895749ffffff
5300972,-20.1437661,-40.2685022,2024-06-07 16:24:15.020,87a89564affffff
5586772,-20.3084794,-40.2944628,2024-11-29 16:04:08.230,87a895748ffffff
5329773,-20.3005831,-40.2952966,2024-06-21 20:12:08.033,87a895748ffffff
5540403,-20.312346,-40.2880496,2024-11-04 22:41:03.073,87a895748ffffff
5620407,-20.3030427,-40.2960947,2024-12-13 17:42:08.130,87a895748ffffff
5372407,-20.2936565,-40.3022852,2024-07-17 18:22:52.937,87a895749ffffff
5034823,-20.2902159,-40.3029457,2024-01-29 18:22:27.270,87a895749ffffff
5488205,-20.2991145,-40.303837,2024-10-03 10:29:36.880,87a895749ffffff
5097246,-20.275003,-40.2366157,2024-03-01 21:07:37.517,87a895759ffffff
4993689,-20.3390466,-40.2827711,2024-01-07 21:10:29.160,87a89576affffff
5787866,-20.3092528,-40.2930929,2025-04-17 23:15:15.813,87a895748ffffff
5247930,-20.294728,-40.2909634,2024-05-11 03:28:38.783,87a895748ffffff
5349516,-20.2987685,-40.3046746,2024-07-03 10:51:56.017,87a895749ffffff
5529434,-20.3105358,-40.2826949,2024-10-29 10:46:05.717,87a895748ffffff
5381914,-20.3357228,-40.2864061,2024-07-24 19:05:04.200,87a89574cffffff
5082356,-20.2772308,-40.2847467,2024-02-24 14:31:37.443,87a89574bffffff
5219328,-20.3085447,-40.2970855,2024-04-27 01:24:46.677,87a89574dffffff
5336273,-20.3050095,-40.3014544,2024-06-26 09:11:21.267,87a89574dffffff
5304832,-20.3073787,-40.2937676,2024-06-09 17:19:43.257,87a895748ffffff
5372666,-20.2745649,-40.2973433,2024-07-17 23:09:17.487,87a895296ffffff
5358934,-20.3503904,-40.3407731,2024-07-09 07:48:32.223,87a895769ffffff
5455959,-20.2987685,-40.3046746,2024-09-11 08:45:38.690,87a895749ffffff
5534251,-20.3709028,-40.303536,2024-10-31 18:57:41.287,87a89576cffffff
5766123,-20.2300858,-40.2548581,2025-04-03 05:05:54.440,87a895663ffffff
4994207,-20.176883,-40.288079,2024-01-08 10:09:30.763,87a89564cffffff
5096079,-20.2716153,-40.299911,2024-03-01 14:53:51.543,87a895296ffffff
5639593,-20.258754,-40.270517,2024-12-23 16:22:01.287,87a895665ffffff
5400580,-20.29669894451457,-40.29738318175077,2024-08-07 06:51:31.983,87a895749ffffff
5073435,-20.2914192,-40.3029525,2024-02-21 09:44:25.757,87a895749ffffff
5524648,-20.2998155,-40.3181449,2024-10-26 03:11:59.657,87a8952b2ffffff
5105609,-20.3127051,-40.2954151,2024-03-05 16:49:44.960,87a89574dffffff
5235601,-20.275003,-40.2366157,2024-05-05 18:26:57.790,87a895759ffffff
5280127,-20.29692486116322,-40.298816716225545,2024-05-27 18:04:14.297,87a895749ffffff
4998257,-20.315641,-40.2897078,2024-01-10 18:46:02.313,87a89574cffffff
5685131,-20.2991145,-40.303837,2025-01-31 09:06:32.643,87a895749ffffff
5421937,-20.3278789,-40.3505141,2024-08-19 16:49:01.200,87a8952b4ffffff
5348113,-20.2942151,-40.2953734,2024-07-02 17:54:25.453,87a895749ffffff
5211166,-20.2647139,-40.2572037,2024-04-23 17:53:14.137,87a895664ffffff
5070504,-20.2649181,-40.2827775,2024-02-20 09:51:15.563,87a895665ffffff
5007759,-20.2914192,-40.3029525,2024-01-16 11:02:22.627,87a895749ffffff
5318696,-20.3203909,-40.3445961,2024-06-16 11:51:50.807,87a8952b0ffffff
5483334,-20.265577953694557,-40.28275206685066,2024-09-30 07:46:02.890,87a895665ffffff
5691074,-20.2579618,-40.2439851,2025-02-04 17:24:41.513,87a895666ffffff
5697223,-20.2989206,-40.2959006,2025-02-08 10:32:05.043,87a895748ffffff
5259870,-20.3411579,-40.2962684,2024-05-16 17:12:22.477,87a89576bffffff
5364528,-20.2254152,-40.2695442,2024-07-12 08:43:15.123,87a895663ffffff
5395279,-20.3060733,-40.3034658,2024-08-03 07:47:44.597,87a89574dffffff
5795746,-20.3185093,-40.3097073,2025-04-25 13:05:38.617,87a89574dffffff
5043743,-20.2748486,-40.2842539,2024-02-02 12:42:40.663,87a89574bffffff
5463261,-20.3130438,-40.2954727,2024-09-16 13:43:32.560,87a89574dffffff
5248238,-20.3154658,-40.3134013,2024-05-11 09:47:35.970,87a89574dffffff
4992865,-20.205814,-40.236482,2024-01-07 02:34:24.133,87a895644ffffff
5114566,-20.3079414,-40.2930034,2024-03-08 18:39:14.150,87a895748ffffff
5426230,-20.3031141,-40.2959797,2024-08-22 06:11:32.920,87a895748ffffff
5801999,-20.2718872,-40.2876447,2025-04-30 14:15:44.843,87a89574bffffff
5004697,-20.3129165,-40.2879598,2024-01-14 17:46:22.977,87a895748ffffff
5530603,-20.265375,-40.278507,2024-10-30 00:55:38.987,87a895665ffffff
5357583,-20.2991145,-40.303837,2024-07-08 09:07:24.970,87a895749ffffff
5346463,-20.3153337,-40.3232987,2024-07-02 07:32:14.667,87a8952b6ffffff
5190318,-20.2944316,-40.3016409,2024-04-13 13:40:32.407,87a895749ffffff
5598126,-20.34341664895312,-40.327654592692845,2024-12-04 18:38:02.283,87a895769ffffff
5171433,-20.2178304,-40.2464329,2024-04-04 17:55:07.177,87a895644ffffff
4996304,-20.2647139,-40.2572037,2024-01-09 16:55:33.213,87a895664ffffff
5309700,-20.2593875,-40.2649823,2024-06-12 10:56:49.377,87a895664ffffff
5628390,-20.3024926,-40.3013089,2024-12-17 18:45:28.677,87a895749ffffff
5275558,-20.2046611,-40.22405,2024-05-25 00:39:17.717,87a895646ffffff
5184363,-20.2300858,-40.2548581,2024-04-11 07:38:23.753,87a895663ffffff
5052991,-20.2655119,-40.2826823,2024-02-07 16:25:40.690,87a895665ffffff
5011224,-20.239388,-40.3693468,2024-01-18 02:06:42.800,87a89529cffffff
5758978,-20.3518102,-40.31500030000001,2025-03-28 20:42:08.727,87a895768ffffff
5058216,-20.2300858,-40.2548581,2024-02-09 19:53:05.683,87a895663ffffff
5018333,-20.2935837,-40.2977829,2024-01-22 04:40:23.467,87a895749ffffff
5075617,-20.2729318,-40.2929252,2024-02-21 23:09:51.180,87a89574bffffff
5390081,-20.3074212,-40.2955044,2024-07-31 11:54:01.850,87a895748ffffff
5138200,-20.3101756,-40.3126913,2024-03-19 10:29:12.193,87a89574dffffff
5439678,-20.2679787,-40.4149901,2024-08-30 15:12:47.830,87a895281ffffff
